,pdbid,-logKd/Ki
2481,4l7l,6.0
2482,3ql9,6.3
2483,4lm5,6.82
2484,1amk,4.3
2485,4x6i,8.0
2486,1xws,8.0
2487,1gca,6.7
2488,2xn7,10.0
2489,4qfs,6.05
2490,3mzc,6.65
2491,3m8q,9.52
2492,2on3,9.0
2493,3fn0,4.4
2494,5est,6.52
2495,4c1g,5.14
2496,4pgh,4.89
2497,4yat,5.03
2498,4x5r,7.85
2499,2ei6,7.39
2500,1jeu,6.82
2501,3g35,4.68
2502,1gx8,6.37
2503,1dzk,6.1
2504,3l4z,6.72
2505,4uxj,5.42
2506,3ai8,3.81
2507,4w4x,6.99
2508,4xtz,9.82
2509,3gi5,11.22
2510,4dew,7.0
2511,4oq3,8.1
2512,4l10,7.15
2513,1l7x,4.04
2514,3w8o,7.62
2515,3azb,4.92
2516,4i47,6.92
2517,2gkl,5.35
2518,3gfw,7.57
2519,3wmb,5.37
2520,1ca8,9.49
2521,2wos,3.9
2522,2yga,4.61
2523,4fli,5.44
2524,3p50,4.62
2525,1ew8,2.26
2526,5std,10.49
2527,2xzq,6.59
2528,1joc,4.62
2529,4h4m,8.52
2530,3dwb,6.19
2531,2xjj,6.51
2532,4kx8,7.13
2533,2mji,4.25
2534,3qox,6.57
2535,3k48,6.31
2536,4rxc,4.48
2537,3ixk,8.18
2538,1v0o,5.26
2539,1w7x,8.4
2540,1lxf,4.1
2541,2dw7,4.7
2542,5ak4,4.23
2543,4g8o,7.66
2544,4f20,3.29
2545,3oq5,4.55
2546,2oic,8.4
2547,4rpo,7.64
2548,1j19,7.79
2549,4li6,6.97
2550,4pde,6.44
2551,5c11,6.47
2552,5d12,7.37
2553,3l3m,8.22
2554,1ayu,9.15
2555,3u6w,6.92
2556,1vr1,6.89
2557,3n2e,4.96
2558,3gp0,7.44
2559,4qz5,5.26
2560,3t70,6.3
2561,3hv8,6.98
2562,3skg,8.1
2563,1q63,5.85
2564,4msl,6.15
2565,2aay,2.92
2566,1w1p,2.3
2567,3ml4,5.33
2568,3s7a,8.96
2569,4xy8,6.4
2570,4m5g,5.01
2571,3ujb,5.1
2572,2rg5,8.51
2573,4wag,7.08
2574,1ec3,9.04
2575,1bzf,8.3
2576,4c4f,7.59
2577,2e9o,7.7
2578,2xp4,3.74
2579,4mm5,7.74
2580,1fw0,5.43
2581,1fig,6.22
2582,4ocv,5.08
2583,3o87,7.6
2584,1guw,5.72
2585,4ynl,4.62
2586,2wlz,4.6
2587,2cn0,7.66
2588,3rjm,6.61
2589,1gnn,5.68
2590,1heg,7.74
2591,1nja,6.31
2592,4zyc,6.42
2593,3acl,6.22
2594,1g9r,5.7
2595,3k83,7.66
2596,4yad,5.6
2597,3acx,5.7
2598,4lkk,5.92
2599,3vtb,9.3
2600,2x4s,4.2
2601,3b2q,4.55
2602,3qx8,2.86
2603,1w82,6.71
2604,1cka,5.72
2605,3kck,9.1
2606,3f7h,7.09
2607,1b6m,8.4
2608,1tou,6.0
2609,2g5u,8.49
2610,3kyf,6.78
2611,3bjc,6.96
2612,4o1l,6.7
2613,3elj,5.3
2614,4z9l,8.8
2615,4pyo,4.52
2616,1is0,7.0
2617,1gbq,2.46
2618,3vh9,6.24
2619,4ucr,3.3
2620,1c88,5.29
2621,3mea,6.3
2622,2k31,8.7
2623,1ywr,7.89
2624,4oyi,4.72
2625,2qnn,7.15
2626,1q9d,4.6
2627,2gdo,9.49
2628,3ur9,6.31
2629,1ppl,8.55
2630,4tmp,5.43
2631,2jdh,6.51
2632,1r4w,4.05
2633,1odi,4.21
2634,1m5e,7.7
2635,2w6m,4.67
2636,2evl,6.7
2637,2w78,8.57
2638,3jzk,5.91
2639,1aq1,8.15
2640,4io3,6.06
2641,2q9m,7.21
2642,2q96,5.92
2643,3t84,6.97
2644,4li7,6.11
2645,3img,2.96
2646,1xmy,7.3
2647,3nw5,5.08
2648,4n99,3.67
2649,7kme,4.4
2650,4d0w,7.7
2651,2vaq,8.52
2652,3lpr,5.96
2653,1dfo,6.7
2654,3d6o,4.11
2655,3wtk,6.53
2656,3in3,7.22
2657,4isi,8.14
2658,4tkn,5.89
2659,4ww8,10.17
2660,3mj2,7.82
2661,2o7n,7.82
2662,3rvi,7.96
2663,4hiq,8.21
2664,5d21,8.38
2665,3wav,6.74
2666,1jlx,5.8
2667,4mm9,5.68
2668,3w37,5.18
2669,4l7d,6.12
2670,3jvk,3.93
2671,4cd0,9.7
2672,4u1b,5.31
2673,4h38,6.04
2674,4qo4,8.3
2675,4j1i,7.4
2676,2xp6,4.7
2677,1zgv,6.0
2678,1lvc,6.0
2679,4rt1,6.14
2680,2f34,6.89
2681,2zo3,10.0
2682,3oe0,8.6
2683,4b2l,3.24
2684,3pcn,3.66
2685,2h4g,6.52
2686,2vxj,4.17
2687,4k3h,6.85
2688,2ez7,4.36
2689,1kz8,6.08
2690,3m8u,4.89
2691,3zha,6.0
2692,4gjc,7.05
2693,3sxu,5.05
2694,2duv,7.06
2695,4rad,7.1
2696,3t3u,8.6
2697,3rah,7.92
2698,3sbh,7.28
2699,4p90,7.19
2700,2rcu,6.68
2701,1ent,6.96
2702,1ele,6.85
2703,3rm8,6.15
2704,3sv6,7.46
2705,4z8m,7.44
2706,4j53,8.7
2707,2fpz,3.96
2708,2ltz,5.35
2709,3su3,9.13
2710,2w9i,7.48
2711,2wi3,3.46
2712,1urg,5.82
2713,3pkd,6.12
2714,1gcz,5.13
2715,4o44,7.85
2716,4hxr,5.39
2717,4o28,7.54
2718,2mip,8.46
2719,4izy,8.52
2720,5fwg,6.72
2721,2y1n,4.77
2722,3l79,2.46
2723,1fv0,5.93
2724,4cjq,3.59
2725,1rs2,4.3
2726,4dju,5.44
2727,2y8o,5.12
2728,4nhx,5.72
2729,4i9s,6.79
2730,2e7f,6.1
2731,2g9q,6.4
2732,1prl,4.23
2733,3grj,3.0
2734,3atp,4.45
2735,4qps,6.52
2736,4y2q,2.92
2737,4a51,6.73
2738,1au0,7.66
2739,3sut,7.85
2740,3vhk,4.6
2741,2r3j,8.0
2742,1a09,6.7
2743,3fed,7.46
2744,1g4o,8.25
2745,2toh,4.15
2746,2jbj,9.7
2747,2rjr,1.94
2748,4kxb,4.12
2749,1zeo,6.68
2750,4j0v,7.55
2751,4ua8,6.26
2752,4gpl,5.89
2753,4r1e,7.28
2754,3sv8,7.91
2755,1h1p,4.92
2756,4c1h,4.09
2757,1thr,5.38
2758,3h9o,7.15
2759,1e1y,5.6
2760,2a0t,4.82
2761,3ckp,6.35
2762,2y6o,7.6
2763,2cf8,8.1
2764,4mnx,4.75
2765,1unh,7.0
2766,1tpw,3.3
2767,4lk7,5.04
2768,4dwg,7.24
2769,3muf,6.49
2770,3wi6,5.33
2771,3oj8,8.36
2772,4m8x,10.2
2773,1a5g,10.15
2774,1sqt,6.2
2775,3as1,4.02
2776,3dnd,4.8
2777,1c50,6.48
2778,2h6b,5.39
2779,5bpe,5.95
2780,2gek,7.52
2781,3wto,6.92
2782,1swn,12.0
2783,4uyd,4.1
2784,3u4u,8.52
2785,3zyf,4.85
2786,2vta,3.73
2787,2bys,9.52
2788,1a1b,6.4
2789,3o2m,4.8
2790,4a9c,4.61
2791,1gsf,5.0
2792,4dfw,7.85
2793,2ito,6.91
2794,4i5m,8.06
2795,4ee0,8.63
2796,4zj6,8.52
2797,4htx,8.33
2798,1c3b,7.57
2799,4h58,6.72
2800,3is9,6.42
2801,3ft5,4.82
2802,3hik,6.35
2803,1lf9,12.0
2804,3skc,8.8
2805,3pj1,7.32
2806,1lhf,8.09
2807,3nc9,6.48
2808,3lc5,6.57
2809,4mww,3.67
2810,1hvh,7.96
2811,3ds1,5.7
2812,3wc7,8.26
2813,6cha,4.4
2814,1w51,6.3
2815,4a4o,8.05
2816,3g4l,8.24
2817,2qtn,3.42
2818,1jzs,6.6
2819,4x7l,8.05
2820,1sbr,5.0
2821,3fuj,3.63
2822,4e5j,4.73
2823,4qt2,6.32
2824,3l1s,8.7
2825,4b0c,2.07
2826,1qaq,4.74
2827,4jib,7.35
2828,4k69,7.4
2829,2bv4,3.22
2830,1x07,3.28
2831,3mt7,4.03
2832,2rr4,4.78
2833,5am7,7.19
2834,4ia0,7.11
2835,4axa,8.0
2836,2auz,9.46
2837,3wcg,6.85
2838,3zot,5.95
2839,3zsw,2.7
2840,4jai,8.4
2841,3szb,4.92
2842,2vh6,9.7
2843,4lkg,6.8
2844,4w97,7.1
2845,2qci,8.34
2846,4z68,6.49
2847,1i5r,8.52
2848,2x7d,6.7
2849,2wi4,5.81
2850,4utn,6.15
2851,3oku,6.36
2852,4j4v,6.36
2853,3bv3,9.34
2854,1i2s,3.31
2855,4uua,5.24
2856,2xxt,8.05
2857,2xow,5.22
2858,4xit,7.27
2859,3lpj,6.92
2860,4at5,7.42
2861,4qew,7.07
2862,4bbh,7.1
2863,3snb,4.38
2864,1u59,7.25
2865,5bve,11.0
2866,4bd3,4.54
2867,3wkd,3.77
2868,3s2v,6.8
2869,4b7r,9.64
2870,4ryg,8.1
2871,1n0s,7.45
2872,4u90,6.54
2873,3mj1,7.82
2874,1q4l,7.4
2875,4tk3,5.1
2876,4r6x,5.27
2877,1kl3,5.86
2878,4itp,7.27
2879,2jkh,8.05
2880,3gm0,7.77
2881,4fn5,6.76
2882,2cen,8.3
2883,4dlj,5.92
2884,4q90,2.15
2885,1jmf,5.77
2886,2mpm,5.89
2887,1pzo,3.32
2888,2ofu,9.0
2889,4d2r,5.48
2890,4o7e,5.24
2891,3tfn,6.57
2892,2qlm,5.64
2893,2onz,8.89
2894,3r5n,5.78
2895,4mn3,5.75
2896,3lxl,8.3
2897,2ph8,5.74
2898,3ihz,6.8
2899,2e5y,5.85
2900,4o13,7.82
2901,2f5t,5.17
2902,4mha,8.28
2903,2sim,3.42
2904,1fax,7.39
2905,4mnq,4.43
2906,3atw,7.01
2907,3b67,8.85
2908,4qwi,5.36
2909,4r4t,6.26
2910,4n6h,9.28
2911,2xez,5.82
2913,4ncg,7.96
2914,1k06,5.34
2915,3u9c,5.89
2916,3rth,5.21
2917,2bu5,7.78
2918,4bup,4.95
2919,3oy3,7.45
2920,5akh,6.59
2921,4tk4,5.1
2922,1o38,6.82
2923,1bnm,10.0
2924,4zsm,2.4
2925,4zqt,5.64
2926,4iti,6.36
2927,1o5p,10.0
2928,3hhm,7.92
2929,1o9e,4.18
2930,3wdd,6.11
2931,4z1q,7.82
2932,3q7p,5.8
2933,4l19,6.1
2934,4yfi,6.3
2935,4k7i,2.82
2936,1igb,6.4
2937,2y6d,7.1
2938,4afh,9.54
2939,3v01,7.6
2940,4m7c,6.12
2941,4mo8,8.0
2942,4lop,8.15
2943,4p72,4.09
2944,3o9a,10.7
2945,1zlw,5.89
2946,3l5e,7.57
2947,3soq,4.57
2948,2b1i,6.82
2949,2jkk,8.2
2950,3o23,6.3
2951,2b7d,8.7
2952,4eg6,7.37
2953,2j62,11.34
2954,2azr,3.64
2955,1fv9,5.0
2956,2mwp,6.05
2957,3h0z,8.37
2958,1w12,7.85
2959,2rio,4.69
2960,2vts,7.52
2961,1f4f,4.62
2962,4a50,7.91
2963,3gx0,3.48
2964,2a0c,7.3
2965,4ixh,8.21
2966,5a14,7.3
2967,3hc8,8.54
2968,1wur,6.66
2969,3voz,6.85
2970,2fjp,8.37
2971,2bdj,9.35
2972,2yk1,8.13
2973,2k1q,6.22
2974,2i3z,8.7
2975,3t0d,2.37
2976,4io2,6.7
2977,4anu,7.68
2978,2xg3,4.74
2979,4gg7,8.2
2980,1bzs,8.0
2981,2qyl,6.19
2982,1epq,8.19
2983,2l1r,3.57
2984,2cll,4.3
2985,2ow6,2.7
2986,2xfk,8.52
2987,4qvq,5.2
2988,3wyy,8.49
2989,3k2f,7.2
2990,1gu1,4.52
2991,4qem,7.8
2992,4pb2,4.8
2993,1c5p,4.68
2994,1ndy,6.17
2995,4cxw,6.09
2996,4jmu,5.47
2997,4rr6,6.0
2998,3d14,7.66
2999,3fts,3.67
3000,2v87,4.6
3001,2wj1,8.72
3002,4rhx,5.8
3003,4g3g,8.43
3004,3ddb,4.02
3005,2xd9,6.46
3006,2xwd,6.96
3007,3g3d,4.74
3008,3mnu,7.32
3009,1akw,8.59
3010,4qp2,3.03
3011,1gz4,3.7
3012,3lok,6.92
3013,2vr4,5.68
3014,3k5f,5.43
3015,3gcu,6.78
3016,4non,5.24
3017,3s7l,7.1
3018,4i5c,8.82
3019,4jin,5.64
3020,3iob,3.42
3021,3t2t,2.4
3022,4btx,6.54
3023,3qtf,6.96
3024,4erw,8.15
3025,3pty,5.44
3026,1ebz,9.4
3027,2psx,5.77
3028,2r2w,4.47
3029,3tza,5.5
3030,1oq5,7.68
3031,2tpi,4.31
3032,1vgc,5.92
3033,3lpb,7.38
3034,4iq6,7.24
3035,4xmb,7.36
3036,3kpu,3.16
3037,1z9h,3.0
3038,3poz,7.64
3039,2co0,5.48
3040,2oz2,5.71
3041,1at5,4.19
3042,3unj,4.96
3043,3bea,8.15
3044,4cwr,8.3
3045,3b9g,4.72
3046,4unq,6.62
3047,4n1t,9.1
3048,3rqf,4.41
3049,2f2c,6.35
3050,2hvx,7.54
3051,1xon,10.68
3052,2jf4,8.15
3053,3ipe,6.82
3054,1xpz,7.08
3055,1g6r,4.27
3056,1xa5,6.5
3057,4mwq,9.1
3058,4whh,7.4
3059,2ea4,7.34
3060,2rgu,9.0
3061,1juy,7.66
3062,3rqw,2.7
3063,3avh,3.3
3064,4xue,5.3
3065,2fzc,2.7
3066,1b3l,5.89
3067,4clz,4.37
3068,1kdz,8.22
3069,3iqh,4.59
3070,4njd,4.84
3071,4o7d,3.0
3072,1h4n,4.92
3073,1nqc,7.3
3074,4kpx,7.3
3075,4z7s,8.22
3076,3ow4,7.66
3077,2cnf,6.62
3078,4fgx,7.14
3079,2qp8,8.1
3080,1upk,6.4
3081,4ngq,8.8
3082,4l0s,6.84
3083,1t4v,7.68
3084,3ncz,7.82
3085,4hni,7.49
3086,4ps3,8.7
3087,4mwe,5.91
3088,4hpi,4.85
3089,4mi3,4.12
3090,4zbf,7.13
3091,3ljt,6.89
3092,2vyt,2.74
3093,3oxi,5.66
3094,2vqj,6.44
3095,4aq3,7.43
3096,3n2c,5.12
3097,1gno,7.7
3098,1nw4,9.07
3099,2x6y,4.59
3100,4anx,7.74
3101,4int,5.8
3102,2mg5,6.15
3103,2gfs,6.15
3104,4okp,2.7
3105,4c38,7.76
3106,2jst,2.59
3107,1uk0,8.1
3108,2f4j,5.66
3109,2h4n,8.7
3110,3wzk,7.24
3111,4ytc,7.89
3112,2qzl,8.1
3113,3fzs,5.82
3114,1hxb,9.92
3115,2qhn,6.01
3116,3c6u,8.87
3117,3kdu,6.46
3118,2xaq,5.96
3119,3d1y,8.22
3120,2pym,6.82
3121,2avi,15.22
3122,4fi9,7.34
3123,2yay,6.1
3124,4q1s,4.17
3125,1i37,9.57
3126,1qb9,7.44
3127,2ajl,7.89
3128,3fqe,8.3
3129,3n4b,7.02
3130,4um9,8.07
3131,3nuj,9.39
3132,1o2w,5.85
3133,3qi3,3.78
3134,3jpv,6.92
3135,1wc1,4.0
3136,2w4i,6.3
3137,1lbk,3.18
3138,1ch8,7.0
3139,2kbs,5.0
3140,3osi,5.22
3141,1e2l,4.29
3142,3hr1,9.43
3143,1zd3,3.3
3144,4yrg,2.7
3145,4g31,9.4
3146,2ccu,6.13
3147,4rrq,5.47
3148,2o7e,6.22
3149,3lfs,5.6
3150,4er2,9.3
3151,186l,4.85
3152,2xpb,5.7
3153,4wlb,6.74
3154,1wbs,6.2
3155,4wrb,6.19
3156,2j2i,6.7
3157,4uib,9.0
3158,2fzg,3.38
3159,4fck,1.26
3160,2g19,5.85
3161,4crl,9.71
3162,4bkz,7.57
3163,4d1s,7.66
3164,4p0a,4.52
3165,3rm4,5.77
3166,2vfz,3.61
3167,2za0,6.64
3168,3zi8,5.66
3169,2az9,7.66
3170,2aie,5.66
3171,2c6i,4.96
3172,3p7a,6.28
3173,4zec,5.82
3174,3qck,5.24
3175,4wk7,7.13
3176,4akn,6.1
3177,4clp,1.27
3178,4rra,4.87
3179,4usi,4.41
3180,3sd5,6.58
3181,4op1,6.89
3182,4p58,4.6
3183,3vdc,4.92
3184,2e9v,7.9
3185,1gvx,7.22
3186,3dri,4.42
3187,3kig,6.61
3188,2hr6,4.82
3189,4u7t,5.67
3190,1g48,8.41
3191,1e8h,5.68
3192,3c4e,4.0
3193,4hvh,7.72
3194,1w76,6.15
3195,1q95,7.57
3196,1uj0,4.57
3197,3ddp,7.14
3198,3tgs,5.39
3199,1qk4,4.21
3200,2vci,7.68
3201,4txc,6.62
3202,4itj,6.42
3203,4gfd,9.48
3204,2rc8,6.52
3205,4o07,7.38
3206,4zmf,3.96
3207,4c36,7.7
3208,2rol,4.62
3209,4u73,5.18
3210,2g71,7.46
3211,3gpj,5.11
3212,3zhf,3.92
3213,4d3h,6.43
3214,3l5c,5.15
3215,2ykc,6.11
3216,3wha,9.32
3217,5auz,4.01
3218,4kww,5.55
3219,2q6f,5.44
3220,2aig,5.0
3221,1snk,9.6
3222,2jdl,9.43
3223,1z3t,3.94
3224,2yns,7.6
3225,3dm6,7.43
3226,2boi,4.32
3227,1r78,8.52
3228,4wup,9.82
3229,220l,3.4
3230,3uhm,8.44
3231,4s1g,9.22
3232,4est,5.02
3233,4bfz,6.26
3234,3irx,9.0
3235,1ebw,9.05
3236,4ksq,7.31
3237,2b4l,4.77
3238,3hkt,5.39
3239,3ioi,6.28
3240,2er9,7.4
3241,1b9v,3.65
3242,4yve,7.0
3243,1m5w,4.27
3244,3cth,6.96
3245,3qo9,5.92
3246,5alh,7.07
3247,2ipo,5.06
3248,4e3n,10.3
3249,2gnl,7.24
3250,1mfi,5.59
3251,4pg9,7.8
3252,5c0k,2.92
3253,3dv5,7.66
3254,3kwj,9.3
3255,4ezt,5.13
3256,5alt,4.88
3257,3k41,0.82
3258,3fnm,4.71
3259,1rhu,8.52
3260,4xum,4.67
3261,2o4n,7.82
3262,4eg4,7.89
3263,4abb,4.51
3264,1il9,3.4
3265,2o9r,1.68
3266,4ddy,5.62
3267,4tky,5.7
3268,3pvw,7.27
3269,3ebb,5.3
3270,4hxw,8.7
3271,4ppb,10.0
3272,4e8w,6.09
3273,3ohi,4.85
3274,4r3c,7.0
3275,2r0u,9.0
3276,2zu3,6.1
3277,2gm1,7.0
3278,2c68,5.74
3279,4cu7,7.59
3280,3m53,5.31
3281,4owo,4.47
3282,1uwh,7.66
3283,2y4a,4.38
3284,2xs0,5.15
3285,2zdl,6.4
3286,5ajo,4.96
3287,4xv1,8.38
3288,4x60,9.0
3289,4wh7,2.3
3290,4cc3,4.14
3291,3plu,5.77
3292,4l1a,8.27
3293,1b58,6.59
3294,3gjt,6.77
3295,3v5l,8.15
3296,2w2i,6.04
3297,5e0a,6.59
3298,2vio,4.4
3299,3d2e,6.42
3300,3eq8,9.06
3301,1mwn,6.7
3302,3qd4,8.2
3303,2of2,6.68
3304,4m8e,7.89
3305,3f81,7.13
3306,4baq,9.01
3307,3g2i,4.86
3308,5axq,10.1
3309,1w2h,5.0
3310,3r0t,9.04
3311,3g72,9.1
3312,1uom,7.72
3313,4oru,3.68
3314,3ayd,4.19
3315,3wyj,6.44
3316,4gb9,6.27
3317,1e6q,3.15
3318,2b5j,9.1
3319,4yv0,3.28
3320,5ajv,6.24
3321,2ohl,3.05
3322,3l59,3.7
3323,3upi,8.22
3324,2b1p,8.52
3325,4mw9,7.02
3326,4uvx,7.96
3327,3hkw,8.64
3328,3art,4.43
3329,2yaz,5.14
3330,2hai,6.28
3331,1uy9,4.82
3332,2frd,4.54
3333,4ngh,7.52
3334,1lhg,7.1
3335,4pm0,7.35
3336,3lxo,4.82
3337,3pix,7.0
3338,1t3t,4.96
3339,3bra,2.7
3340,4afe,7.14
3341,4bhn,8.2
3342,4qsw,1.68
3343,1nny,7.66
3344,4e9d,7.7
3345,2y1x,7.57
3346,3ion,8.1
3347,4ab9,3.33
3348,4xx4,7.36
3349,4xcb,5.47
3350,2y81,8.7
3351,3mtb,4.63
3352,2xnp,6.44
3353,4w9o,7.77
3354,1fh8,6.89
3355,1z4o,4.52
3356,1y3x,5.14
3357,3o9b,12.3
3358,4luv,2.85
3359,3ook,8.4
3360,4uoh,4.77
3361,1fkw,5.05
3362,1wc6,4.0
3363,4lyn,7.22
3364,4bvb,4.48
3365,4ou3,4.41
3366,4gdy,7.08
3367,3tjd,9.0
3368,4jaj,5.26
3369,3in4,7.52
3370,3ppq,4.55
3371,3oka,4.72
3372,3q4j,6.21
3373,1sdt,9.27
3374,4er1,6.62
3375,3rhx,6.08
3376,2qwg,3.64
3377,3ocg,8.52
3378,1o4o,2.46
3379,5aoj,4.68
3380,4pzw,6.96
3381,3n5u,5.92
3382,4zs3,5.18
3383,4nks,7.17
3384,3ljo,6.62
3385,2zz2,4.54
3386,1gfz,4.0
3387,3gbe,5.0
3388,1ilq,4.89
3389,4o76,6.89
3390,1oyq,6.96
3391,4qaa,6.44
3392,1h2t,7.89
3393,2fr8,3.15
3394,1mto,6.96
3395,3ibi,8.59
3396,4kqp,6.05
3397,1sgu,5.37
3398,3dow,4.94
3399,4jvi,5.3
3400,3bz3,8.82
3401,3qqu,8.62
3402,3s8x,7.3
3403,3rz5,7.89
3404,4i2w,3.92
3405,1jn4,4.95
3406,5e8r,8.7
3407,3obu,4.3
3408,4zsa,7.82
3409,2llo,5.82
3410,4i9r,6.95
3411,4hyb,6.46
3412,1dub,5.8
3413,3sc1,4.38
3414,4qyo,8.22
3415,4wov,7.14
3416,1hgj,1.66
3417,2aou,7.73
3418,3coj,5.28
3419,3o8p,6.46
3420,2wxq,7.47
3421,2fl6,7.42
3422,4ca6,6.74
3423,4n9a,4.19
3424,4eon,6.05
3425,3iqg,4.6
3426,3hdm,7.4
3427,4ks2,9.34
3428,3q96,8.54
3429,3t0l,4.52
3430,3bl0,6.92
3431,2aia,5.41
3432,1xxe,5.41
3433,4r4c,5.54
3434,4k8o,3.77
3435,4wzv,9.37
3436,3tu9,5.12
3437,3su5,5.58
3438,1ow6,5.4
3439,3ig1,6.14
3440,4nrp,4.59
3441,3b0w,5.7
3442,1q0b,5.17
3443,1x38,8.77
3444,2m0u,6.44
3445,3ard,6.76
3446,2xck,6.15
3447,4nrk,7.62
3448,2w3i,10.0
3449,4o3c,2.59
3450,4ch2,5.99
3451,4ere,8.38
3452,4mw0,7.41
3453,2xkd,5.64
3454,3ffg,9.08
3455,2x8i,6.72
3456,1mpl,3.77
3457,2krd,2.7
3458,1pzj,3.49
3459,4g16,6.85
3460,4cfw,6.29
3461,4e5h,6.37
3462,4bny,7.1
3463,3prz,7.59
3464,2wih,7.35
3465,4gu9,4.37
3466,3zcw,6.19
3467,3fqh,6.24
3468,1czq,4.54
3469,4gne,2.47
3470,4uce,3.17
3471,2l6j,6.26
3472,4jzr,7.8
3473,1aj6,5.92
3474,4kni,7.78
3475,4us3,5.32
3476,1s4d,6.49
3477,4hmk,6.1
3478,1jii,9.0
3479,4xu1,9.49
3480,1r0p,8.0
3481,2nq7,5.54
3482,3qtz,7.3
3483,4oo9,9.07
3484,4wwn,6.07
3485,2y80,8.05
3486,3eu7,6.18
3487,1rdn,1.84
3488,4o2b,5.74
3489,2zaz,6.4
3490,3cgy,3.15
3491,4d83,7.26
3492,4qwl,6.18
3493,4oew,6.82
3494,4mhz,6.87
3495,4azg,7.1
3496,4iid,5.62
3497,2zv2,6.3
3498,4agc,10.7
3499,4mx1,3.68
3500,3hlo,6.21
3501,1q6j,7.8
3502,3tnh,6.46
3503,3jy9,9.0
3504,1h0w,4.89
3505,2jbo,8.07
3506,2x4t,5.13
3507,4joa,7.54
3508,4lm1,3.23
3509,3ho2,6.95
3510,2qe2,7.77
3511,4mw7,5.0
3512,1rdi,2.06
3513,4hwr,6.74
3514,4ruz,7.64
3515,3otf,6.08
3516,1xoq,9.17
3517,1fq4,6.4
3518,3asx,7.7
3519,2p94,9.17
3520,4qjr,7.1
3521,4kxm,5.59
3522,3nrm,8.4
3523,4kza,3.7
3524,1hww,7.7
3525,2oo8,9.0
3526,1dud,4.82
3527,3qxt,5.22
3528,4oaz,5.77
3529,3iue,5.82
3530,1hge,2.27
3531,4li8,8.12
3532,4j47,4.92
3533,3q3k,8.13
3534,2d2v,1.0
3535,4qjo,7.4
3536,4bb4,6.72
3537,4w7t,6.05
3538,4m8y,9.96
3539,1nfy,8.89
3540,2w6u,5.0
3541,2or9,6.3
3542,2ckm,8.82
3543,3qsd,7.19
3544,1h01,4.66
3545,4zek,5.66
3546,1g32,6.11
3547,3kgq,2.3
3548,3eft,7.92
3549,4kln,7.7
3550,3w2s,8.16
3551,1clu,8.27
3552,2jh0,8.7
3553,4at3,8.4
3554,1csi,8.8
3555,3ipu,7.32
3556,4ksp,8.8
3557,2f35,5.4
3558,3mkf,4.77
3559,1cs4,5.57
3560,3sym,4.57
3561,3qzv,4.16
3562,4x9v,7.85
3563,2jh5,6.44
3564,1wdn,6.3
3565,4gk3,7.25
3566,4ear,9.82
3567,4anb,8.18
3568,3hdn,7.2
3569,4psh,8.89
3570,3gt9,3.96
3571,1w5w,8.8
3572,1wb0,5.35
3573,4mx9,8.59
3574,3gcq,6.47
3575,1r5n,5.42
3576,2va5,4.07
3577,3ot8,8.05
3578,5dda,5.78
3579,3v5p,8.96
3580,4yy6,4.22
3581,4f8h,4.24
3582,4uma,5.41
3583,3r17,6.41
3584,4i6f,8.3
3585,3me9,6.3
3586,3v8w,8.07
3587,1qon,8.96
3588,1uj5,3.05
3589,3r5t,8.58
3590,1qjb,6.38
3591,1okz,8.3
3592,3u4h,4.25
3593,4jht,4.99
3594,3sna,4.14
3595,1gmy,7.35
3596,3agm,9.09
3597,1utz,5.85
3598,4j06,5.34
3599,3vbw,5.22
3600,1dtq,8.22
3601,4iif,5.18
3602,1rry,4.1
3603,3wuv,5.17
3604,2zof,8.15
3605,2wc4,5.29
3606,1tet,6.08
3607,2e1w,7.96
3608,4gpk,7.52
3609,1k9s,6.52
3610,1qj7,8.1
3611,4x7i,7.69
3612,3qkm,7.42
3613,2x6j,7.44
3614,3b8q,9.3
3615,3f7z,7.19
3616,1sv3,4.35
3617,3f34,3.16
3618,4h39,6.68
3619,3c2o,3.35
3620,1w14,8.52
3621,2r3t,5.85
3622,2clo,4.06
3623,5c1w,5.06
3624,4ymg,4.68
3625,1c70,10.3
3626,3upy,5.62
3627,3r0w,4.52
3628,3bsc,4.48
3629,2r1w,4.6
3630,4obq,7.19
3631,4jss,3.3
3632,1bkj,6.77
3633,2qwc,3.55
3634,3r16,7.3
3635,3cs7,10.68
3636,3nuu,3.77
3637,4nrb,4.42
3638,1g7g,6.6
3639,4eqc,8.1
3640,2gu8,8.59
3641,3o95,8.28
3642,3uf9,2.11
3643,3nan,8.22
3644,3ujd,4.69
3645,1cze,2.62
3646,4fxf,5.19
3647,4n9c,3.9
3648,4ory,3.53
3649,4ykk,2.77
3650,3wig,8.64
3651,4alu,7.77
3652,3r91,7.04
3653,1v0n,7.55
3654,1m2p,6.11
3655,3s8o,6.85
3656,4bpj,6.0
3657,3ds4,4.19
3658,1w2k,6.46
3659,3s7f,5.43
3660,4mvy,7.54
3661,4cix,4.47
3662,3ohf,7.03
3663,4uia,6.72
3664,4o4g,8.05
3665,4g68,7.92
3666,5e0m,5.28
3667,1elr,4.96
3668,2xu1,7.66
3669,3t85,7.95
3670,3lpi,8.52
3671,4mse,6.16
3672,2xbp,5.02
3673,4g0p,3.01
3674,3f8c,7.68
3675,3zmz,4.74
3676,1f8c,7.4
3677,4zae,8.44
3678,2y57,6.89
3679,4hgc,10.0
3680,3lhs,9.0
