,pdbid,-logKd/Ki
2478,3ce3,8.74
2479,3ayd,4.19
2480,2ez5,5.52
2481,3bl7,8.4
2482,4dh6,7.77
2483,3mhw,2.3
2484,2k3w,5.24
2485,1fsy,6.82
2486,4qzx,6.26
2487,4o91,6.83
2488,2or9,6.3
2489,4eke,4.48
2490,4bqt,5.79
2491,2v88,4.09
2492,5afj,4.38
2493,3d4y,5.7
2494,3g72,9.1
2495,2rt5,6.72
2496,4n4s,6.88
2497,4o05,7.43
2498,3qcq,6.8
2499,1t4s,2.44
2500,4fs3,7.85
2501,4n98,3.55
2502,3i60,8.7
2503,4e3d,2.3
2504,4k1b,11.52
2505,3cj3,4.24
2506,3zc5,7.13
2507,3rwd,8.0
2508,4ewh,9.52
2509,1u1w,5.85
2510,1y8o,5.89
2511,3obx,3.89
2512,3o9g,12.3
2513,3d1f,5.74
2514,1kzk,10.39
2515,2za3,3.68
2516,4yoz,6.8
2517,4e0w,7.48
2518,3bug,3.18
2519,1dpu,6.0
2520,3p7b,7.74
2521,3k39,8.08
2522,2i4p,5.7
2523,3l6f,6.99
2524,3g2w,5.66
2525,1zkl,5.09
2526,1kmy,5.1
2527,4mw0,7.41
2528,4kqr,3.9
2529,1uyc,4.39
2530,3qyy,5.08
2531,3zm6,6.52
2532,4cfx,5.06
2533,4x3u,5.09
2534,3f78,3.1
2535,4zqt,5.64
2536,2clk,3.79
2537,4wf4,3.11
2538,2cgv,4.56
2539,1orw,7.6
2540,3oaf,8.8
2541,4aq4,6.17
2542,3d7g,7.77
2543,1duv,11.8
2544,1guw,5.72
2545,4jj7,6.4
2546,4xbb,5.0
2547,1t4j,5.1
2548,1t79,6.04
2549,1zfp,7.59
2550,3zt3,2.86
2551,3udr,4.96
2552,5akj,5.86
2553,3hwx,7.86
2554,2y55,3.87
2555,2vj8,8.7
2556,1g9r,5.7
2557,1bcj,3.7
2558,2fm0,9.4
2559,5cte,7.8
2560,4tmp,5.43
2561,2x0y,4.6
2562,4m8y,9.96
2563,4r3b,6.25
2564,3qvu,3.55
2565,1vjc,3.58
2566,4dpf,6.4
2567,3usx,5.02
2568,1hi5,4.04
2569,4j0y,6.36
2570,1r0x,3.83
2571,4ogv,8.05
2572,3o99,10.82
2573,4tq3,5.49
2574,4xas,6.59
2575,4rrf,3.62
2576,3ppp,5.22
2577,4lkt,5.9
2578,1sbg,7.74
2579,2f81,10.52
2580,3ksq,9.42
2581,4lov,7.77
2582,1ezq,9.05
2583,4ekg,8.77
2584,3rtf,7.35
2585,1i7g,6.0
2586,2h9m,4.46
2587,2wxl,8.34
2588,2w8j,2.96
2589,1iy7,6.19
2590,2e9c,5.96
2591,3hkt,5.39
2592,4nyf,7.31
2593,4mm8,6.11
2594,3iet,6.85
2595,4cc6,6.64
2596,1rhr,8.1
2597,4rhu,6.16
2598,4j06,5.34
2599,4dhs,4.8
2600,3pwd,6.66
2601,1h61,4.89
2602,1bnm,10.0
2603,1dud,4.82
2604,2ay3,3.55
2605,3efs,5.34
2606,1ahx,3.92
2607,2vl4,6.01
2608,4ua8,6.26
2609,2oj9,6.41
2610,3mpf,6.37
2611,3fu6,3.97
2612,2gnf,5.22
2613,1c8k,6.0
2614,4keq,3.82
2615,4j0s,6.42
2616,3qrk,7.24
2617,2x09,3.76
2618,4zh3,4.4
2619,2bcd,10.22
2620,3dv1,6.23
2621,4m5n,5.12
2622,4ra1,5.94
2623,1ysg,3.52
2624,3mlb,4.8
2625,3fcl,3.5
2626,1fwv,3.72
2627,3g1d,3.48
2628,3d28,5.85
2629,1qkb,7.35
2630,2j75,6.65
2631,2xel,3.9
2632,4ipn,3.39
2633,3fts,3.67
2634,2bdl,7.82
2635,1mpl,3.77
2636,3zmm,9.14
2637,5e1d,5.39
2638,1sz0,9.0
2639,1w3l,6.28
2640,3rwc,8.12
2641,4yhq,8.77
2642,4eo6,8.7
2643,3ijz,5.22
2644,2ath,6.82
2645,1nnk,5.46
2646,1s39,7.7
2647,4p4i,7.46
2648,3hhm,7.92
2649,2waj,6.4
2650,3arr,5.4
2651,4j70,5.24
2652,3ans,6.25
2653,3pwk,3.35
2654,3cii,6.1
2655,4bqs,4.21
2656,3bl2,5.8
2657,4b6p,7.13
2658,4d9p,3.84
2659,1rhq,7.75
2660,4m2v,7.44
2661,5c6o,3.7
2662,4cxy,4.93
2663,2iiv,8.18
2664,4jfj,5.68
2665,4v1f,7.7
2666,4b00,8.61
2667,4bup,4.95
2668,2a31,1.01
2669,4x6k,5.31
2670,1mqd,6.77
2671,3as1,4.02
2672,3r22,7.77
2673,4j8m,7.32
2674,1mtr,8.4
2675,2wva,10.7
2676,2ooz,5.15
2677,3ds9,7.39
2678,3fnm,4.71
2679,2wey,7.12
2680,3h89,7.64
2681,2j4a,10.6
2682,1l2s,4.59
2683,2ig0,4.71
2684,2iw4,9.3
2685,5aic,4.3
2686,4o74,7.6
2687,1o2g,6.12
2688,2dwx,3.74
2689,3lir,6.92
2690,4nrb,4.42
2691,1kwr,6.6
2692,2q2y,8.8
2693,1uy7,3.7
2694,3zyh,4.29
2695,4ys7,9.0
2696,2bjm,3.7
2697,4txe,5.62
2698,3h2c,3.3
2699,5d1t,5.77
2700,1xqc,7.2
2701,3hkq,5.34
2702,4mlt,2.85
2703,2ymt,8.0
2704,1cbr,9.4
2705,4trw,4.14
2706,2wxn,7.68
2707,4x50,7.75
2708,3coj,5.28
2709,2fmb,8.7
2710,5ajp,5.3
2711,1a4k,8.0
2712,4b7j,7.95
2713,3rz1,8.74
2714,2r3h,4.7
2715,3ro4,6.23
2716,4rs0,6.0
2717,4ufh,6.42
2718,1owd,8.2
2719,1p93,7.72
2720,2c1b,6.4
2721,4bo8,6.92
2722,4mka,9.0
2723,1uho,9.22
2724,3ncr,4.11
2725,3kr5,7.89
2726,3r2f,8.85
2727,2xnn,4.3
2728,4wlb,6.74
2729,4uvv,7.49
2730,1xr8,6.7
2731,2zz6,6.72
2732,1hi4,4.49
2733,1a5v,3.1
2734,4m5m,4.74
2735,2d2v,1.0
2736,3m67,6.74
2737,3psl,6.89
2738,2c6c,7.52
2739,1wug,5.8
2740,4ran,7.15
2741,2i0h,8.05
2742,1uou,7.7
2743,4ygf,7.68
2744,2xxr,6.55
2745,1klu,7.6
2746,4q99,6.28
2747,4q83,4.19
2748,3ozr,5.15
2749,1sln,6.64
2750,1gar,10.0
2751,2xp2,9.0
2752,2q80,4.6
2753,4omk,4.4
2754,1xmu,9.08
2755,1h37,7.23
2756,4q9o,5.77
2757,4i7j,3.32
2758,2pov,7.12
2759,1uv5,8.3
2760,2yde,3.72
2761,4z90,4.66
2762,1ow8,5.4
2763,1fl6,7.43
2764,1ec1,8.92
2765,1h4n,4.92
2766,2f6y,3.87
2767,1qja,6.38
2768,3g0e,7.7
2769,1rbo,12.72
2770,3guz,4.38
2771,1pum,3.05
2772,4awk,6.89
2773,1eub,8.72
2774,3ozj,5.11
2775,3hzy,7.0
2776,2imd,8.3
2777,4jg1,6.63
2778,2wed,6.1
2779,2f9b,6.52
2780,4aa2,3.97
2781,2oz6,5.26
2782,1h7a,4.72
2783,2a58,4.92
2784,4knr,5.74
2785,2bdf,7.17
2786,4o42,4.66
2787,1y3n,5.55
2788,3tki,10.3
2789,3dcs,7.94
2790,2g9x,7.35
2791,4yhf,8.34
2792,4ra5,8.4
2793,1qy2,5.74
2794,1a7c,4.0
2795,3oui,4.9
2796,1tkb,8.0
2797,4fea,6.47
2798,4qls,7.44
2799,3p58,7.6
2800,4ibe,4.15
2801,3lp1,6.92
2802,4mvy,7.54
2803,2vi5,3.96
2804,3mt8,4.55
2805,2vd1,6.86
2806,1s3k,6.62
2807,2gh6,4.95
2808,2aox,7.42
2809,4pvo,6.31
2810,1xp6,9.4
2811,1my4,6.98
2812,4eg4,7.89
2813,1ksn,9.4
2814,3q3b,7.76
2815,4qvm,6.35
2816,3nu3,9.82
2817,3jzs,8.1
2818,4q81,3.02
2819,3ccz,7.29
2820,4ayp,6.12
2821,3gxy,5.59
2822,1bnv,8.77
2823,2vo4,4.94
2824,2off,6.52
2825,3uoj,7.29
2826,2sfp,1.7
2827,4c1g,5.14
2828,3gss,5.82
2829,2am2,5.1
2830,3ekq,6.75
2831,1onz,5.1
2832,3fql,7.15
2833,4jiz,5.62
2834,4g4p,6.89
2835,1y57,5.79
2836,1jlx,5.8
2837,1gj7,7.89
2838,4wbo,4.2
2839,1o4e,3.3
2840,1m6p,5.1
2841,5e1o,5.43
2842,4mt9,10.0
2843,4ijh,4.33
2844,4unp,3.23
2845,3rwe,7.37
2846,4ury,2.22
2847,2pu2,4.43
2848,4bpi,6.17
2849,3qts,5.51
2850,4j47,4.92
2851,4mq1,7.92
2852,2bks,7.43
2853,5bpa,9.0
2854,3i0s,9.0
2855,4rse,6.4
2856,2v2h,3.77
2857,2zft,6.52
2858,3gw5,9.33
2859,3uxk,4.93
2860,3hv5,7.02
2861,1j16,3.84
2862,4hdc,8.92
2863,4clz,4.37
2864,1x76,8.72
2865,4url,6.3
2866,3lbz,3.86
2867,3v5l,8.15
2868,3l8s,7.0
2869,3pe1,9.65
2870,2ybk,4.62
2871,4mww,3.67
2872,1d4w,6.92
2873,4jr3,6.66
2874,1str,4.77
2875,1qk3,5.15
2876,2lty,5.38
2877,3uh2,6.0
2878,1njc,5.55
2879,4tz8,3.3
2880,1hdq,5.82
2881,3fxz,6.89
2882,4mji,4.09
2883,3o84,7.24
2884,3tu1,6.6
2885,4zx1,6.14
2886,4a4c,3.61
2887,4jht,4.99
2888,4pum,6.73
2889,3zvw,3.9
2890,1f47,4.67
2891,3c0z,3.95
2892,4whq,4.12
2893,3m1k,5.39
2894,2pl0,7.21
2895,4yyi,4.19
2896,1qaq,4.74
2897,3cth,6.96
2898,2jkt,6.51
2899,3s8n,6.21
2900,1ie9,10.19
2901,4ym4,4.47
2902,1o2j,6.92
2903,1hqg,3.0
2904,1t13,7.38
2905,2f9u,7.39
2906,4uxj,5.42
2907,1iep,7.0
2908,3btj,5.62
2909,1ceb,6.0
2910,4gj2,8.6
2911,3d8y,3.4
2912,1y1m,1.82
2913,4qjw,7.8
2914,1eou,7.44
2915,3ggw,5.54
2916,4ht2,6.54
2917,4dxj,7.42
2918,1qw7,3.6
2919,4hbx,5.72
2920,3g3d,4.74
2921,3fwv,5.64
2922,3u18,6.09
2923,1i37,9.57
2924,2vcq,6.04
2925,1d2s,9.74
2926,4mn3,5.75
2927,3ohf,7.03
2928,4nzo,6.77
2929,4rg0,7.3
2930,3tiw,7.67
2931,3bf1,2.52
2932,3vp2,5.1
2933,5c4t,7.66
2934,2pe1,8.3
2935,3rk5,5.4
2936,3d1x,8.66
2937,4g0k,5.37
2938,1c1u,8.25
2939,2b8l,7.82
2940,4d8n,5.74
2941,4xx3,7.25
2942,4c66,4.1
2943,3rup,1.57
2944,3nu5,8.35
2945,4u70,5.02
2946,4kp4,5.17
2947,1jq8,6.0
2948,4fn5,6.76
2949,1wqv,6.89
2950,3f69,6.0
2951,4oyp,3.0
2952,1ox9,5.21
2953,4acc,7.7
2954,1gjc,6.35
2955,3odl,7.21
2956,2v85,4.46
2957,4gpk,7.52
2958,2zq0,6.82
2959,3gwv,2.6
2960,4oks,4.48
2961,3vtc,7.89
2962,4lk7,5.04
2963,2h5d,8.19
2964,4aq3,7.43
2965,3o64,9.4
2966,2qrh,4.71
2967,3tl5,7.85
2968,2pmk,5.92
2969,2bw7,5.7
2970,4zk5,8.43
2971,4o0z,7.24
2972,2g9q,6.4
2973,4x7h,7.38
2974,1f7b,4.6
2975,3el7,6.32
2976,2ojg,5.64
2977,1o4d,3.52
2978,2wec,3.96
2979,4lke,5.37
2980,4e3n,10.3
2981,4ery,7.27
2982,3eb1,4.79
2983,4oz1,5.62
2984,4rvm,9.0
2985,2r5p,8.48
2986,3e81,1.43
2987,3oc0,6.28
2988,2z50,4.95
2989,2xz5,4.01
2990,1utr,8.0
2991,1w80,4.54
2992,3mt7,4.03
2993,2hwh,5.7
2994,3ff6,7.15
2995,2ydt,5.52
2996,2qzk,7.57
2997,2f7i,7.1
2998,2vpg,5.68
2999,3r2a,6.12
3000,2b7d,8.7
3001,5aku,6.82
3002,2hm1,8.7
3003,1hqf,5.0
3004,1tc1,2.7
3005,1w0y,6.42
3006,3rqw,2.7
3007,1upf,4.6
3008,1xff,4.82
3009,2vh0,8.51
3010,2ohs,4.4
3011,4jbl,3.27
3012,3t2c,4.6
3013,3zsy,3.23
3014,1e6q,3.15
3015,2w5i,4.54
3016,3ggu,9.77
3017,2fsa,5.3
3018,3mvj,5.49
3019,4lm0,3.25
3020,2ok1,6.26
3021,1b40,7.28
3022,3s5y,7.41
3023,1x9d,3.96
3024,3iu7,4.8
3025,2wb5,9.13
3026,5aom,2.9
3027,4cwq,7.06
3028,3miy,7.68
3029,3rl7,4.74
3030,4a9m,6.3
3031,3dz6,7.82
3032,3tza,5.5
3033,4j3e,7.06
3034,3ql9,6.3
3035,1ca8,9.49
3036,1yuc,6.91
3037,1tou,6.0
3038,4pqn,9.15
3039,3lpi,8.52
3040,1n3z,4.2
3041,1lbf,7.85
3042,2fwz,7.3
3043,3uib,6.8
3044,3td4,5.66
3045,4f5y,5.43
3046,3ip6,6.6
3047,1jet,7.25
3048,4d8a,3.42
3049,2mg5,6.15
3050,4zow,4.12
3051,3t84,6.97
3052,1h1q,6.0
3053,5cgc,9.3
3054,4hlw,5.38
3055,2r2m,7.33
3056,2agv,7.7
3057,2i5f,5.12
3058,3hv8,6.98
3059,1j1a,7.54
3060,4db7,6.56
3061,4mjr,3.55
3062,5ap0,8.26
3063,3ivx,5.74
3064,3tjc,7.51
3065,4ye3,8.37
3066,1w4q,5.26
3067,5awj,9.68
3068,3c56,7.89
3069,2w67,4.96
3070,3mxd,8.83
3071,3tku,5.72
3072,3pkd,6.12
3073,3ryx,8.14
3074,4c38,7.76
3075,4jg8,8.6
3076,2aoc,4.89
3077,4cfv,4.63
3078,5aib,3.8
3079,4gdy,7.08
3080,4ju3,7.07
3081,3b92,8.0
3082,5c5t,3.13
3083,2l0i,4.82
3084,1e06,5.6
3085,3hlo,6.21
3086,4ark,7.2
3087,2v11,8.52
3088,3vx3,7.82
3089,3qcl,5.4
3090,2bkz,8.15
3091,2f8g,8.7
3092,4nmt,4.85
3093,1b8y,7.85
3094,1nhx,5.68
3095,3lil,8.08
3096,1hbj,8.52
3097,4mq2,7.01
3098,2jfz,5.24
3099,1vyg,8.0
3100,4uct,3.12
3101,3kjq,5.88
3102,3uvp,7.46
3103,3m96,7.22
3104,2ojf,6.96
3105,2jt6,7.6
3106,3rv6,4.68
3107,3e3c,5.62
3108,3qkk,6.52
3109,1r5v,4.48
3110,1bm7,7.52
3111,3l8v,8.1
3112,1pa9,4.6
3113,2bub,7.05
3114,4dai,6.96
3115,2ohq,4.6
3116,4wri,9.01
3117,3ipq,7.57
3118,3el0,7.47
3119,2hd6,7.8
3120,3pgu,6.7
3121,4c0r,4.91
3122,1t3t,4.96
3123,3su3,9.13
3124,4usj,4.0
3125,4mi9,3.42
3126,3pvu,6.54
3127,3n35,3.37
3128,4ykj,4.43
3129,4jjm,7.57
3130,3ri1,5.3
3131,4qw1,6.11
3132,4ayt,3.7
3133,3g3n,6.29
3134,1so2,9.57
3135,2cbs,8.22
3136,4nwc,5.76
3137,4wov,7.14
3138,2h15,5.67
3139,1e6s,3.22
3140,3krx,7.38
3141,5c1m,10.8
3142,1yy4,8.6
3143,2gh9,6.0
3144,1ahy,3.36
3145,4joo,4.43
3146,5a82,5.6
3147,1rdn,1.84
3148,4hxs,5.39
3149,3k9x,8.4
3150,4ax9,9.57
3151,3rhx,6.08
3152,1ll4,7.22
3153,3s43,8.6
3154,3pfp,6.44
3155,4dds,5.01
3156,1izi,6.59
3157,4lh5,6.7
3158,1nc6,8.0
3159,4bpj,6.0
3160,1pbk,9.05
3161,3udq,6.0
3162,2xmy,9.96
3163,2rfn,8.3
3164,3wab,7.47
3165,4qtc,6.4
3166,2e2p,4.74
3167,1a61,8.62
3168,4ly9,8.15
3169,4m5j,4.84
3170,1jwm,3.57
3171,1b38,6.6
3172,3b7j,5.17
3173,2xyr,6.13
3174,1k9q,3.15
3175,1y6q,11.7
3176,4gw6,6.2
3177,1zh7,6.3
3178,3r5m,4.34
3179,4oue,3.3
3180,2o64,6.47
3181,4mcv,8.89
3182,3kc0,7.92
3183,2oa0,6.92
3184,4afg,8.3
3185,1lan,7.22
3186,3rcd,7.77
3187,3qsd,7.19
3188,1o0o,5.1
3189,2w08,3.42
3190,5est,6.52
3191,1xhm,6.33
3192,4u93,7.89
3193,4e5d,6.22
3194,3kbz,6.91
3195,3way,7.66
3196,2y7p,5.47
3197,4nvp,7.57
3198,5f2k,6.16
3199,1a4g,8.4
3200,3lp2,6.66
3201,1jjt,8.05
3202,2gnh,6.83
3203,4n8d,4.92
3204,2zdt,8.02
3205,4b5t,3.33
3206,1b6l,8.3
3207,4afe,7.14
3208,1hpx,11.26
3209,4o0b,8.3
3210,3c4f,5.72
3211,4r18,7.68
3212,3vi5,5.68
3213,3u4h,4.25
3214,1y3a,5.41
3215,4lxa,8.7
3216,3g0b,8.15
3217,1nnb,5.0
3218,4whs,4.12
3219,1xk9,6.85
3220,2ya8,5.75
3221,2hh5,7.49
3222,3kmx,4.82
3223,3ip9,5.62
3224,4mlx,3.19
3225,1s63,9.05
3226,1ol2,6.28
3227,2nww,5.48
3228,4bh3,1.92
3229,9hvp,8.35
3230,1qcp,7.52
3231,3ao1,2.26
3232,4wkv,6.79
3233,4dhn,3.89
3234,1utm,3.01
3235,2wap,6.64
3236,1p57,4.4
3237,3jq8,4.46
3238,4c1f,4.63
3239,4wuy,7.82
3240,4cpx,7.77
3241,5efa,4.83
3242,4wy1,5.29
3243,3gqz,2.17
3244,1zlw,5.89
3245,1l2z,3.69
3246,2vgc,5.24
3247,3ud8,5.38
3248,4cix,4.47
3249,3ind,5.82
3250,3zi8,5.66
3251,3p3s,7.59
3252,2wik,3.18
3253,3u0d,10.0
3254,4qlt,8.6
3255,3s7m,8.0
3256,1oif,7.72
3257,4jrg,6.71
3258,3c52,7.3
3259,3faa,8.15
3260,3a3y,9.15
3261,1h24,6.3
3262,4iwd,9.0
3263,1p05,5.96
3264,1oba,2.44
3265,2g9u,6.08
3266,2jbk,6.4
3267,1v0k,5.1
3268,4wpn,6.68
3269,4pd6,4.44
3270,4dkt,4.8
3271,4j2t,7.96
3272,2wp1,3.6
3273,3uyt,7.85
3274,2flr,6.1
3275,1rhu,8.52
3276,2bo4,4.61
3277,1a5h,6.3
3278,2mwo,4.7
3279,2z1w,4.08
3280,1k6v,6.92
3281,1eef,2.92
3282,4nru,6.94
3283,1c70,10.3
3284,2m3o,5.3
3285,4f6v,5.8
3286,2zyn,5.92
3287,4ks5,6.89
3288,4ayx,3.7
3289,4erk,4.57
3290,4qkd,4.09
3291,4o9s,6.55
3292,1h01,4.66
3293,3djv,4.55
3294,2lkk,6.7
3295,1bp0,5.4
3296,4jzr,7.8
3297,4ode,10.0
3298,4dhu,5.3
3299,4rh5,6.9
3300,2ksp,4.24
3301,2oc9,7.96
3302,4r3w,3.0
3303,3pke,3.6
3304,3fw4,9.4
3305,4h4d,6.82
3306,4o37,6.16
3307,4kzc,8.09
3308,1b11,7.39
3309,3dnt,4.74
3310,4g55,4.92
3311,3i3b,2.23
3312,2x4t,5.13
3313,1o4n,1.4
3314,2pjt,6.07
3315,2yln,7.68
3316,4bam,8.94
3317,3zeb,6.13
3318,3t4h,5.28
3319,3ime,3.0
3320,4zxx,8.1
3321,4a4l,7.82
3322,1ax0,3.13
3323,1ywi,3.43
3324,4a9t,7.15
3325,3uii,5.0
3326,5cwa,4.77
3327,2xab,9.27
3328,4r8y,6.19
3329,4x69,7.66
3330,1qr3,6.59
3331,4c1t,7.15
3332,1v48,7.8
3333,5djv,7.11
3334,2rke,4.08
3335,3f8w,4.08
3336,4q7v,3.59
3337,3ti8,9.05
3338,4o7e,5.24
3339,3fnu,6.16
3340,2v12,9.05
3341,4cpu,7.53
3342,7gpb,5.52
3343,6apr,7.77
3344,1gsz,7.21
3345,3ued,4.53
3346,3ft2,7.36
3347,1w4p,4.74
3348,1g1e,7.54
3349,3fzs,5.82
3350,5a4c,8.24
3351,3e2m,9.4
3352,1b2h,4.54
3353,4anx,7.74
3354,3e63,5.8
3355,4gng,3.54
3356,4pyy,7.23
3357,3max,6.05
3358,4nhy,5.64
3359,4mse,6.16
3360,3gpo,5.3
3361,3tsd,3.66
3362,2o4l,9.22
3363,3kr0,4.7
3364,4qq5,6.32
3365,2hwo,6.9
3366,1uyf,4.52
3367,3f36,2.89
3368,1biw,6.98
3369,2zbk,5.7
3370,5a6n,4.28
3371,3mz6,7.2
3372,3pb7,5.74
3373,1a94,7.85
3374,3gws,10.09
3375,4zwx,8.7
3376,4jj8,6.14
3377,4qz1,5.44
3378,1ype,8.1
3379,2itk,7.69
3380,3wmc,6.51
3381,4l70,5.66
3382,1mau,11.3
3383,1zgi,5.34
3384,2qlf,8.85
3385,4qiy,7.3
3386,2cf8,8.1
3387,3tz0,5.04
3388,3hhu,7.39
3389,2jb6,10.96
3390,3ng4,5.43
3391,4xhv,4.3
3392,2clh,4.06
3393,2o1c,4.72
3394,2vww,6.62
3395,4bt4,3.34
3396,1zea,5.22
3397,1apw,8.0
3398,1v2r,3.55
3399,4djw,6.28
3400,1xdg,7.3
3401,2yit,9.54
3402,2hyy,6.77
3403,1a86,4.0
3404,3p8p,4.55
3405,3tv5,5.32
3406,1bzh,6.77
3407,1cqp,5.62
3408,3cwj,8.0
3409,2oh4,8.46
3410,1nhw,4.84
3411,2anm,8.74
3412,3i7g,6.37
3413,1cnx,7.37
3414,3drg,7.0
3415,2aof,4.55
3416,3br9,7.21
3417,4io2,6.7
3418,2xv1,5.99
3419,3iux,7.6
3420,2o9j,6.92
3421,3kig,6.61
3422,4io3,6.06
3423,2xaf,4.64
3424,3sfg,6.06
3425,4tzq,6.52
3426,4hso,4.66
3427,3tzm,7.77
3428,1ogx,6.09
3429,2qln,5.43
3430,1au0,7.66
3431,3oaw,8.15
3432,4gr3,7.81
3433,1vj5,6.92
3434,1o4g,2.3
3435,4ks1,8.82
3436,4ibk,4.3
3437,4p5e,5.55
3438,3sw9,5.38
3439,1s64,8.4
3440,2h6q,5.11
3441,2df6,5.98
3442,2a4r,7.82
3443,4m84,7.31
3444,2uwd,8.35
3445,4igk,4.55
3446,1pzo,3.32
3447,4gkh,4.67
3448,2mc1,4.15
3449,4a4v,6.54
3450,2j7e,7.32
3451,1zgv,6.0
3452,1ezf,7.25
3453,1nzv,6.4
3454,4otw,9.28
3455,1v11,3.98
3456,1tfz,8.15
3457,1wht,3.7
3458,1wv7,7.26
3459,2z97,6.0
3460,2v6n,5.86
3461,1amn,13.82
3462,4bfz,6.26
3463,2nnp,8.37
3464,2yk1,8.13
3465,1hk5,5.24
3466,1q6m,7.89
3467,3bqc,5.73
3468,3ch9,3.3
3469,3bgl,8.35
3470,3ddp,7.14
3471,3gi4,10.8
3472,3iqu,4.77
3473,3rbu,9.43
3474,3sm2,9.7
3475,3ti4,6.02
3476,4lwc,6.72
3477,2cne,8.77
3478,4u0w,3.0
3479,2q94,6.43
3480,2xui,15.0
3481,5c0k,2.92
3482,1re8,9.52
3483,4rio,9.0
3484,3jvk,3.93
3485,1okx,6.8
3486,5acx,5.05
3487,1sve,8.3
3488,1bxr,3.4
3489,1r0p,8.0
3490,5c13,6.1
3491,3uug,4.51
3492,4d8s,6.49
3493,3er5,9.0
3494,4u54,2.06
3495,3qs8,4.74
3496,3q0z,7.7
3497,4c37,7.71
3498,1zdp,5.74
3499,4km2,5.84
3500,4jlh,5.4
3501,3rwf,6.52
3502,2qu3,6.23
3503,4dro,5.41
3504,4klb,4.16
3505,4b34,3.14
3506,4qew,7.07
3507,4qn7,9.08
3508,3e5u,5.85
3509,4e67,6.48
3510,4qvn,5.1
3511,1cx9,6.75
3512,1v16,3.87
3513,1ld8,8.46
3514,2ksa,3.06
3515,3exh,4.88
3516,4rhx,5.8
3517,2gej,6.64
3518,1gj5,4.96
3519,1qtn,7.3
3520,4x1p,4.2
3521,2fle,7.85
3522,1e1y,5.6
3523,3mnu,7.32
3524,3d20,8.3
3525,4i7l,3.99
3526,4jhz,6.02
3527,2b9a,8.05
3528,2lo6,3.95
3529,1b42,4.01
3530,1ws4,3.0
3531,1afl,6.28
3532,2e9a,6.04
3533,2va7,6.7
3534,1g2l,7.24
3535,3g90,6.36
3536,1bwn,7.06
3537,1ndv,5.92
3538,3w37,5.18
3539,1w7h,3.0
3540,3qc4,8.7
3541,2wl4,4.19
3542,3wtl,7.04
3543,2lk1,4.09
3544,1e2k,4.94
3545,4abi,8.2
3546,1t5f,4.22
3547,3wp1,4.85
3548,3gk4,3.92
3549,4mjo,6.22
3550,4bfr,7.64
3551,2won,6.2
3552,3hl7,7.64
3553,4oba,9.4
3554,4xuc,5.96
3555,4bde,4.8
3556,4rt0,5.5
3557,1kel,7.28
3558,1pkx,6.92
3559,4wyp,3.36
3560,4ym2,2.85
3561,2ei6,7.39
3562,4qsh,5.1
3563,2p3a,7.96
3564,4jsc,7.13
3565,1kne,5.6
3566,3osw,6.15
3567,4xcb,5.47
3568,3m8u,4.89
3569,4nni,5.5
3570,5fl4,7.0
3571,1kmv,6.95
3572,1jvp,5.8
3573,3zqe,4.23
3574,2z6w,7.87
3575,2ylq,4.3
3576,1y2a,7.34
3577,4r4o,5.82
3578,4q1x,11.15
3579,4nh9,6.43
3580,3hu1,6.89
3581,4mc6,9.59
3582,4hra,10.1
3583,2ilp,4.82
3584,2y2k,5.16
3585,4drp,5.41
3586,4m2w,7.28
3587,2ds1,8.47
3588,3hec,4.47
3589,4g95,7.61
3590,4gj9,3.3
3591,4ehm,5.85
3592,3szb,4.92
3593,4nb6,7.22
3594,3mof,3.07
3595,3zt4,2.8
3596,4rpo,7.64
3597,3f2a,7.24
3598,1rek,6.7
3599,1lhu,8.83
3600,4no9,7.82
3601,3nc4,4.58
3602,4mb9,8.0
3603,5e0a,6.59
3604,2gqn,5.35
3605,2y1n,4.77
3606,4drn,5.24
3607,1mfi,5.59
3608,1hvl,9.95
3609,5am2,5.01
3610,2vvv,8.22
3611,1b55,7.4
3612,3hek,8.27
3613,2p3i,3.48
3614,2c4f,7.7
3615,3nzu,8.85
3616,5eds,5.54
3617,4lg6,6.74
3618,2aw1,7.37
3619,5ajx,7.96
3620,4bqg,6.22
3621,3u8h,6.49
3622,3b8r,9.22
3623,3wzu,5.89
3624,3cen,8.26
3625,1cp6,5.0
3626,1rtf,3.04
3627,4duh,5.18
3628,2rf2,8.44
3629,4jxw,4.72
3630,3h8b,6.29
3631,4n1b,5.96
3632,2w2i,6.04
3633,1ftj,6.09
3634,1w0z,7.68
3635,2c94,6.82
3636,2o48,6.01
3637,3h0z,8.37
3638,2ow9,7.52
3639,11gs,5.82
3640,4pnw,5.05
3641,1rdj,1.66
3642,3ama,6.53
3643,4rwj,8.7
3644,4k6z,8.7
3645,1njt,4.82
3646,2avo,8.85
3647,3fi2,7.6
3648,5aag,7.34
3649,1eoc,6.05
3650,5e2p,8.8
3651,1w12,7.85
3652,3fn0,4.4
3653,4cu7,7.59
3654,3fr2,6.23
3655,3q43,7.37
3656,3gk2,2.7
3657,4dt2,4.37
3658,3cfn,5.0
3659,3acx,5.7
3660,4jnm,8.52
3661,4b12,4.99
3662,3r9n,5.85
3663,4d2w,4.51
3664,3f1a,7.21
3665,3nxq,8.15
3666,1i72,7.26
3667,3azb,4.92
3668,2gsu,3.59
3669,4qf7,8.6
3670,4q7s,4.42
3671,4ryl,7.28
3672,1nl6,11.32
