,pdbid,-logKd/Ki
2475,3ljj,6.52
2476,4fe9,3.0
2477,4ob2,6.3
2478,1o4a,6.92
2479,2j4z,7.19
2480,3mo5,6.87
2481,2e98,6.23
2482,3dow,4.94
2483,4dv8,9.24
2484,4r17,7.68
2485,1ftm,7.61
2486,4uiz,4.7
2487,3nga,8.0
2488,4bh3,1.92
2489,4qrh,5.15
2490,3zuk,7.46
2491,1fki,7.0
2492,3ppm,9.54
2493,1ow8,5.4
2494,2qi7,10.21
2495,5cnm,6.81
2496,3kjd,8.54
2497,1m5b,8.01
2498,1m5f,7.83
2499,1qsc,3.68
2500,4nuc,6.04
2501,3kga,7.21
2502,4aia,3.66
2503,3v3v,5.34
2504,4px6,8.4
2505,2ww0,5.3
2506,4dht,4.82
2507,2rm0,4.03
2508,4yp8,7.89
2509,3wde,6.91
2510,1d9i,9.11
2511,4e96,6.66
2512,5aiv,6.19
2513,4uvc,6.88
2514,4hzw,8.88
2515,1e06,5.6
2516,2f2h,5.7
2517,3nok,4.19
2518,4xm7,3.57
2519,1mfg,4.3
2520,2z60,8.05
2521,3kpu,3.16
2522,4fl3,3.82
2523,2a5s,6.7
2524,3eqb,1.82
2525,3i60,8.7
2526,3sw8,4.5
2527,5d1r,4.84
2528,3pgl,5.3
2529,4x5p,8.21
2530,3m9f,11.15
2531,2f34,6.89
2532,3gus,6.05
2533,4tyb,1.7
2534,1jys,3.52
2535,1aid,4.82
2536,3fdt,4.52
2537,1ero,8.23
2538,3pn1,6.96
2539,3l4t,5.42
2540,1f8d,3.4
2541,3iiy,4.8
2542,3rpv,7.15
2543,4ruy,7.89
2544,3ha6,5.68
2545,3rf5,5.63
2546,1adl,5.36
2547,4l0l,7.27
2548,1z4o,4.52
2549,2wl4,4.19
2550,2g0g,6.29
2551,1o2t,7.85
2552,4qsv,2.0
2553,2y8o,5.12
2554,2wm0,4.52
2555,4d8n,5.74
2556,3mnu,7.32
2557,3d3p,8.5
2558,2qnz,5.42
2559,3m54,5.89
2560,3wym,9.52
2561,1ow6,5.4
2562,4cp5,3.34
2563,1pgp,5.7
2564,1dx6,6.19
2565,3vrt,8.57
2566,4uct,3.12
2567,1w76,6.15
2568,3u7k,7.07
2569,4a95,5.76
2570,4y29,6.25
2571,3k8c,2.92
2572,4hys,7.26
2573,4fz6,6.9
2574,3dpc,4.36
2575,4g8y,4.59
2576,2i4d,11.68
2577,4b3d,2.68
2578,4rvm,9.0
2579,3qcj,6.3
2580,4jit,6.64
2581,4mbi,8.15
2582,3lcv,4.74
2583,4bky,7.92
2584,4pfu,6.17
2585,3qkv,7.44
2586,3bze,6.0
2587,4ks2,9.34
2588,4l0i,6.57
2589,4pce,5.15
2590,3td4,5.66
2591,4k7o,4.3
2592,3lco,6.84
2593,4pgh,4.89
2594,3m59,5.24
2595,1nzl,7.15
2596,2gg2,6.6
2597,2vr3,4.98
2598,4gg5,9.03
2599,3psl,6.89
2600,4mg6,5.62
2601,3rqf,4.41
2602,2x7d,6.7
2603,2c1a,6.77
2604,2v96,4.54
2605,3qd4,8.2
2606,3n5h,5.7
2607,1dpu,6.0
2608,2hl4,7.64
2609,5alm,6.53
2610,4bs4,8.22
2611,2w67,4.96
2612,2r3f,6.3
2613,1w2h,5.0
2614,2wj1,8.72
2615,3ms9,5.22
2616,4bgh,8.4
2617,3g8i,7.42
2618,4fob,8.3
2619,1fcz,9.22
2620,2az5,5.27
2621,3s3i,7.8
2622,4nrb,4.42
2623,1t4s,2.44
2624,3p7a,6.28
2625,4urn,4.46
2626,3dvp,5.0
2627,3hjo,6.52
2628,1njj,2.1
2629,3p5l,7.39
2630,3pck,6.7
2631,1dzp,5.44
2632,2hwi,5.52
2633,4b6u,5.11
2634,4np3,3.3
2635,3nee,5.34
2636,3fxb,5.85
2637,4ci1,6.6
2638,2x96,4.03
2639,1xxe,5.41
2640,1epq,8.19
2641,4o91,6.83
2642,3bqc,5.73
2643,2b5j,9.1
2644,1nzv,6.4
2645,3ati,3.73
2646,4hbx,5.72
2647,4a4w,7.72
2648,3s2v,6.8
2649,4jzi,7.4
2650,1azm,6.1
2651,1sve,8.3
2652,1yfz,4.35
2653,2fx6,3.7
2654,1jtq,8.07
2655,4uzh,5.01
2656,1i8i,7.66
2657,4ogi,7.43
2658,2x52,4.24
2659,4yik,6.89
2660,4p5z,7.41
2661,3qin,6.87
2662,3voz,6.85
2663,3phe,7.8
2664,4eny,7.05
2665,1d5r,1.82
2666,3f8c,7.68
2667,1o4o,2.46
2668,5aln,6.57
2669,3kpw,4.85
2670,5ake,7.82
2671,1o79,6.39
2672,3met,6.0
2673,2g70,7.77
2674,1y2k,7.68
2675,4xs2,5.82
2676,3v3q,6.6
2677,1x9d,3.96
2678,4lh7,4.47
2679,3c43,7.72
2680,1i80,6.41
2681,2yc5,7.46
2682,1qkn,8.47
2683,3qfv,5.77
2684,4ty6,7.52
2685,4qgi,3.9
2686,1yxd,5.3
2687,3ion,8.1
2688,4f4p,9.22
2689,4fck,1.26
2690,3uat,6.66
2691,4n99,3.67
2692,3tt4,8.28
2693,4blb,5.35
2694,5c5t,3.13
2695,3bc5,8.3
2696,2buc,7.0
2697,2rg6,8.66
2698,4b1d,7.49
2699,2gv7,7.85
2700,1xnz,6.62
2701,4xy2,8.1
2702,3mpe,7.4
2703,1xjd,9.48
2704,1m51,4.73
2705,4y2x,6.29
2706,3svj,6.93
2707,1i3z,6.88
2708,1a4q,5.44
2709,2nm1,7.47
2710,1b1h,7.03
2711,3o9g,12.3
2712,4yha,6.65
2713,3clp,3.69
2714,3os3,6.63
2715,2r3k,7.0
2716,2pgz,5.74
2717,2hiw,8.1
2718,3ekt,10.59
2719,4x3r,11.07
2720,3vp2,5.1
2721,1zfp,7.59
2722,1kjr,6.06
2723,4est,5.02
2724,4x1s,6.87
2725,4hki,6.85
2726,3olg,7.84
2727,3qw8,5.1
2728,3hv7,7.92
2729,2c02,4.04
2730,2xm8,6.8
2731,5ajx,7.96
2732,4kqo,6.78
2733,2ews,6.62
2734,1bzy,8.34
2735,4awg,5.96
2736,4mqp,4.98
2737,3sud,9.85
2738,1juq,4.25
2739,4x1p,4.2
2740,1hxw,10.82
2741,1mes,7.7
2742,1mui,11.89
2743,4yur,9.8
2744,3t2q,3.66
2745,4kov,3.75
2746,1trd,5.4
2747,4k67,3.43
2748,4qaa,6.44
2749,2ohv,6.46
2750,2jko,8.11
2751,4du8,5.37
2752,5c6o,3.7
2753,3t3u,8.6
2754,3rhx,6.08
2755,4lnf,2.62
2756,3nkx,5.12
2757,3uxm,4.7
2758,4yps,7.12
2759,4ruz,7.64
2760,2x39,8.66
2761,3tza,5.5
2762,2za3,3.68
2763,1eou,7.44
2764,3ldq,5.36
2765,3gyn,7.21
2766,4k3n,7.96
2767,2i47,8.66
2768,4dsy,4.43
2769,3upi,8.22
2770,1r10,3.83
2771,5djr,4.86
2772,3kjf,4.87
2773,4y85,7.89
2774,4x60,9.0
2775,3m8q,9.52
2776,2wl5,4.52
2777,2r3h,4.7
2778,2b4l,4.77
2779,1om1,6.77
2780,2vio,4.4
2781,2vmf,5.85
2782,4fmo,5.53
2783,4kjv,7.74
2784,3iww,7.96
2785,1d04,4.59
2786,3kfn,4.74
2787,2qhc,8.96
2788,2onz,8.89
2789,5c7c,5.26
2790,1q9d,4.6
2791,4o2e,8.0
2792,4oct,5.05
2793,4cmu,9.7
2794,1py2,7.22
2795,2vgp,6.85
2796,1v2s,4.17
2797,2l7u,3.98
2798,3skc,8.8
2799,2c9b,5.54
2800,4ngn,7.55
2801,2y8c,6.4
2802,3ohh,7.74
2803,2iw4,9.3
2804,2haw,4.92
2805,4nak,5.85
2806,4whs,4.12
2807,2hha,6.91
2808,3tjm,5.2
2809,1hdt,7.76
2810,1iq1,7.46
2811,4a9r,7.8
2812,4oc1,6.6
2813,3ce3,8.74
2814,3ioc,3.68
2815,1szd,4.54
2816,3vhk,4.6
2817,4cpz,7.68
2818,2nno,6.4
2819,4xv1,8.38
2820,1xws,8.0
2821,3pkb,6.21
2822,3hy9,7.77
2823,2ooz,5.15
2824,1ndy,6.17
2825,1hqf,5.0
2826,3hac,8.17
2827,1k1o,6.17
2828,4xum,4.67
2829,3dtc,7.59
2830,1uk1,7.22
2831,2ony,6.68
2832,2x2m,6.77
2833,3f5p,6.85
2834,4mr4,5.94
2835,2aez,2.46
2836,1h3b,6.85
2837,4l1a,8.27
2838,3n3g,7.24
2839,2hy0,9.19
2840,1x07,3.28
2841,2uy5,5.49
2842,2a2x,7.69
2843,3r42,4.08
2844,4ovg,3.69
2845,4bae,8.52
2846,3hqh,4.2
2847,1bxo,10.0
2848,2gnj,5.22
2849,3abt,4.77
2850,3tcg,5.87
2851,1af6,1.82
2852,3ncr,4.11
2853,4nau,9.06
2854,3gc7,9.22
2855,4c38,7.76
2856,1ms7,6.77
2857,1tok,2.47
2858,4tt2,4.66
2859,3lj7,8.34
2860,5d10,7.14
2861,2xto,6.2
2862,4oar,10.42
2863,4b12,4.99
2864,2ql9,9.03
2865,1qy5,6.7
2866,1rdi,2.06
2867,4abb,4.51
2868,4oon,7.52
2869,4bo6,6.74
2870,4f65,8.6
2871,4k66,3.26
2872,3fqs,7.39
2873,3ibc,4.91
2874,3p5k,7.12
2875,3iny,3.66
2876,1cw2,6.15
2877,1e5a,7.64
2878,3nyx,7.49
2879,4i0r,7.85
2880,4lkg,6.8
2881,2bpv,7.67
2882,3rv6,4.68
2883,3v7t,7.21
2884,2jqk,3.4
2885,4mhz,6.87
2886,4k5o,3.98
2887,5bq0,7.82
2888,3nik,3.45
2889,4pde,6.44
2890,4en4,5.52
2891,3as0,4.55
2892,2yhy,5.6
2893,3ip6,6.6
2894,4kc4,3.23
2895,3d27,4.25
2896,3lpl,5.62
2897,4aro,6.8
2898,3ess,6.39
2899,4bt4,3.34
2900,3azb,4.92
2901,3hfv,4.87
2902,4gtv,7.42
2903,4mrf,1.95
2904,2c1b,6.4
2905,2w47,4.98
2906,3t0l,4.52
2907,4qlk,3.24
2908,3o4k,7.62
2909,3ztx,7.74
2910,3l0v,7.64
2911,2fkf,2.92
2912,16pk,5.22
2913,2fqx,7.15
2914,2iqg,8.3
2915,4xii,6.6
2916,4na7,9.7
2917,1j37,8.96
2918,4efs,8.6
2919,5c6v,4.8
2920,2ow9,7.52
2921,4abi,8.2
2922,3i5n,7.85
2923,2xe4,7.16
2924,1pg2,4.96
2925,3uwo,6.36
2926,4otg,7.59
2927,2fdp,7.59
2928,1qku,9.59
2929,4bdc,4.93
2930,4h5c,7.55
2931,5bry,11.82
2932,1p19,4.11
2933,3fyz,5.8
2934,2xxn,6.41
2935,3c49,7.15
2936,4ayt,3.7
2937,2gni,5.64
2938,1o32,5.74
2939,2qhz,7.28
2940,4inb,6.05
2941,1x39,9.22
2942,4yc0,4.13
2943,1ros,8.77
2944,3cm2,6.47
2945,1u32,7.01
2946,1bug,4.37
2947,3zsw,2.7
2948,2hw2,2.97
2949,4lkh,3.0
2950,4rrv,7.4
2951,2f14,9.19
2952,3sgt,3.82
2953,2wu6,7.53
2954,3zke,6.8
2955,4j3m,7.68
2956,3wp1,4.85
2957,3o9b,12.3
2958,2jdk,6.54
2959,1g4j,8.7
2960,4k1b,11.52
2961,4wko,9.47
2962,3d8y,3.4
2963,4asd,9.28
2964,2r7g,6.05
2965,2lha,5.19
2966,4alg,6.3
2967,2vqj,6.44
2968,3zyr,5.34
2969,4hdb,8.05
2970,2on3,9.0
2971,2qrl,4.0
2972,3rz9,6.92
2973,3cso,5.77
2974,4aoi,8.4
2975,4fcm,3.94
2976,4hz5,5.92
2977,1ql9,5.35
2978,3rx7,6.03
2979,4iqt,6.11
2980,1iyl,9.0
2981,3qj0,5.2
2982,4h3c,5.72
2983,4c1t,7.15
2984,1yi3,5.4
2985,1szm,5.53
2986,3g35,4.68
2987,2qwb,2.74
2988,3l8v,8.1
2989,3mkn,4.12
2990,2lsr,5.24
2991,1cps,6.66
2992,1eat,7.82
2993,3igv,7.6
2994,2b55,7.02
2995,2h9n,3.94
2996,2wk2,6.82
2997,3s3q,8.77
2998,4jfj,5.68
2999,1gmy,7.35
3000,3c1x,7.35
3001,2glm,5.37
3002,3d9m,3.48
3003,3ekn,8.4
3004,3t64,6.7
3005,4bib,6.6
3006,3r2y,8.07
3007,1ikx,8.15
3008,5ceo,9.3
3009,3rz8,8.17
3010,3cx9,4.89
3011,2pk6,10.89
3012,3u3f,5.1
3013,2jup,3.81
3014,3kfa,7.6
3015,4ceb,2.97
3016,4qwj,5.77
3017,3pjg,3.55
3018,4ehe,8.49
3019,4n4s,6.88
3020,4qw4,6.95
3021,4a9i,4.9
3022,4yv1,3.08
3023,2y71,7.37
3024,2i0j,8.57
3025,4akn,6.1
3026,2y6d,7.1
3027,2gfk,4.52
3028,2oz6,5.26
3029,2ajb,5.5
3030,4irx,6.12
3031,1o3g,7.96
3032,2vtt,7.36
3033,3psb,8.52
3034,2kup,6.7
3035,4pov,8.28
3036,2ycm,3.56
3037,4rqk,5.82
3038,3qlm,6.37
3039,3nlb,7.46
3040,4a6c,7.92
3041,1akw,8.59
3042,4pdk,8.22
3043,3l9n,8.07
3044,4uwf,8.15
3045,3o87,7.6
3046,2uw4,5.28
3047,2z52,5.57
3048,3qpn,7.77
3049,1pwq,4.96
3050,4uwg,8.15
3051,4xua,4.59
3052,4qvp,6.05
3053,1qxy,4.8
3054,5e1m,6.72
3055,3wjw,3.87
3056,4bnz,6.59
3057,2yme,7.66
3058,3e01,7.52
3059,2gga,1.96
3060,1w8l,0.49
3061,3bz3,8.82
3062,2mwp,6.05
3063,2i6a,9.05
3064,4fev,5.42
3065,4usi,4.41
3066,3i8t,3.22
3067,3bzf,4.52
3068,3hbo,5.09
3069,1i43,3.7
3070,3vvz,4.58
3071,2os9,2.24
3072,3uj9,4.63
3073,4r6v,7.45
3074,1s19,9.51
3075,4qfg,5.48
3076,2xn7,10.0
3077,4qtc,6.4
3078,4ear,9.82
3079,1cbx,6.35
3080,3sc1,4.38
3081,4prg,7.15
3082,1v2m,4.29
3083,5tmp,7.47
3084,3qio,6.84
3085,3hs4,8.0
3086,4mr3,5.94
3087,1e34,2.88
3088,2ym6,6.06
3089,1zz3,6.54
3090,2x0y,4.6
3091,2kzu,4.22
3092,2wmu,4.38
3093,3b1u,5.72
3094,4y2t,3.82
3095,2vba,4.6
3096,4je7,6.4
3097,1ew9,3.22
3098,3i7e,10.85
3099,4qgg,9.0
3100,3isj,3.68
3101,4p0x,5.92
3102,5e2p,8.8
3103,2jbk,6.4
3104,4gzf,8.36
3105,3qmk,6.1
3106,2ieh,6.96
3107,1fch,7.15
3108,2i03,9.0
3109,2xv1,5.99
3110,4gzx,3.19
3111,4x47,2.85
3112,1afl,6.28
3113,1c3e,6.59
3114,1tx7,4.6
3115,2c6m,6.46
3116,3s1g,5.19
3117,4jaj,5.26
3118,4pul,6.84
3119,3lgl,6.05
3120,3th8,6.25
3121,1owj,7.32
3122,4lbl,4.96
3123,2jj3,9.55
3124,1icj,2.22
3125,2hzy,7.39
3126,4yrg,2.7
3127,4umq,5.38
3128,4o4y,7.81
3129,2vtr,5.82
3130,3vs3,9.37
3131,4aqc,9.05
3132,1jet,7.25
3133,4mwr,9.39
3134,3r9o,4.0
3135,1ydb,8.24
3136,3ovz,8.06
3137,4c73,4.92
3138,3bva,6.52
3139,1cs4,5.57
3140,4ht2,6.54
3141,4mwy,7.05
3142,3k26,3.4
3143,5alj,5.56
3144,1hwr,8.33
3145,2y1n,4.77
3146,4cy1,6.74
3147,4tw9,7.7
3148,3s0e,6.55
3149,3ta1,3.25
3150,1af2,3.1
3151,1a42,9.89
3152,3eyg,8.8
3153,2oc9,7.96
3154,4qz2,5.21
3155,3pkn,4.66
3156,2flh,3.97
3157,1r78,8.52
3158,1czk,8.82
3159,3o99,10.82
3160,4ez5,6.52
3161,2zz2,4.54
3162,1o0n,4.09
3163,4tmk,7.7
3164,4hvg,7.77
3165,4nzn,6.38
3166,2a4m,4.52
3167,3le6,7.46
3168,2q8s,6.73
3169,3zn0,4.97
3170,3o9v,7.74
3171,1zd3,3.3
3172,2wtd,6.68
3173,2zdk,6.37
3174,1h62,4.77
3175,1zxc,8.1
3176,1bnq,9.49
3177,4dpu,7.3
3178,5aic,4.3
3179,3shz,7.44
3180,1dth,8.22
3181,2cn8,5.46
3182,3b2t,5.21
3183,3ejq,8.57
3184,4jxw,4.72
3185,1os5,6.85
3186,3zm5,6.74
3187,4gfd,9.48
3188,2lsp,3.56
3189,4phv,9.17
3190,4gs8,7.0
3191,2xp4,3.74
3192,4io5,5.03
3193,3u3z,5.36
3194,4mk7,6.36
3195,4o5g,4.3
3196,1w0z,7.68
3197,1ec1,8.92
3198,1ax0,3.13
3199,2ybs,4.59
3200,4gvm,6.11
3201,4x1q,5.3
3202,4yyl,5.01
3203,4yux,3.74
3204,3kry,10.0
3205,4xmr,4.07
3206,2lsk,4.89
3207,3peq,7.5
3208,1hp0,6.7
3209,4qjx,7.28
3210,3mn8,6.17
3211,1nfs,9.92
3212,3djo,4.39
3213,4uyg,7.6
3214,1nvr,8.11
3215,3ti4,6.02
3216,3mxe,10.01
3217,2pj4,7.89
3218,4eg5,8.1
3219,4hdp,7.51
3220,4hbn,6.1
3221,3ezr,5.0
3222,4pnr,6.34
3223,3q8d,7.22
3224,1lcp,6.64
3225,4iz0,4.0
3226,4aba,3.82
3227,1b9j,5.96
3228,3h91,3.73
3229,4dzw,7.89
3230,2z3h,4.64
3231,3zmu,4.3
3232,4wk1,5.89
3233,1tvr,7.48
3234,4mse,6.16
3235,1i9o,8.42
3236,5c6p,3.7
3237,3zxz,8.4
3238,4o7c,5.0
3239,1rsi,4.42
3240,3qaa,11.54
3241,4ag8,8.96
3242,2cmo,6.4
3243,3rxf,2.6
3244,2ph8,5.74
3245,1n7t,6.82
3246,2cer,9.22
3247,1h61,4.89
3248,2wej,6.08
3249,1axz,3.2
3250,4m7c,6.12
3251,3rcd,7.77
3252,5c7b,3.0
3253,1fl6,7.43
3254,1bv9,9.96
3255,3uvk,6.8
3256,2zxb,5.3
3257,3ocg,8.52
3258,4l0v,6.63
3259,4ncm,7.0
3260,4yfi,6.3
3261,5ale,5.95
3262,4erk,4.57
3263,2g5t,9.09
3264,1swr,6.92
3265,3zim,8.17
3266,3f81,7.13
3267,2w76,5.0
3268,2q9m,7.21
3269,4txe,5.62
3270,2pwr,6.59
3271,4r0i,6.52
3272,3d7k,4.6
3273,2gkl,5.35
3274,1ajv,7.72
3275,4pl4,5.27
3276,1jq9,8.45
3277,3hxb,5.39
3278,5als,7.72
3279,2bts,7.7
3280,1bq3,5.4
3281,3pz3,6.85
3282,4gbz,3.11
3283,3k02,5.0
3284,5c4u,8.72
3285,7lpr,7.18
3286,2xbp,5.02
3287,2puy,4.52
3288,3w2q,7.18
3289,2p8h,7.15
3290,1ogd,3.03
3291,3m57,5.4
3292,2h6k,5.06
3293,2jf4,8.15
3294,3l2y,4.49
3295,4kby,6.73
3296,4rhu,6.16
3297,4o24,4.3
3298,5em7,7.72
3299,1n1t,3.85
3300,1n46,10.52
3301,2vpp,6.12
3302,3wtn,7.04
3303,1uho,9.22
3304,2r3o,6.22
3305,2ajd,10.8
3306,2rc9,7.4
3307,4gvu,7.52
3308,4mcv,8.89
3309,3t70,6.3
3310,4m3e,6.25
3311,2osf,3.83
3312,2qe2,7.77
3313,2h2j,5.38
3314,4ejl,5.14
3315,2fde,9.15
3316,3kr2,5.14
3317,5c5h,6.4
3318,2qwg,3.64
3319,3cyw,7.77
3320,3l4u,7.52
3321,1tni,4.0
3322,3nw6,8.15
3323,1vru,7.0
3324,3mb6,7.0
3325,1jrs,6.4
3326,2dua,4.77
3327,1rry,4.1
3328,2hoc,9.52
3329,4oyk,6.74
3330,4prd,4.6
3331,4jg6,6.44
3332,1veb,7.41
3333,3lq8,9.4
3334,4mzk,5.31
3335,3fhb,5.7
3336,4myq,7.49
3337,2pjt,6.07
3338,2j62,11.34
3339,3fe7,7.12
3340,1w3l,6.28
3341,4nmr,3.53
3342,1zaj,5.1
3343,3itz,8.85
3344,2uxi,7.3
3345,2hj4,5.37
3346,1oth,7.0
3347,1x70,7.74
3348,1epo,7.96
3349,4c70,3.52
3350,4ys7,9.0
3351,4ju4,6.47
3352,1qan,4.48
3353,1wdy,7.89
3354,3znr,7.44
3355,4k75,4.25
3356,3ig6,7.6
3357,3dkg,5.0
3358,1gyx,2.48
3359,3a1s,4.83
3360,3tao,5.14
3361,2pfy,6.52
3362,3rwj,7.8
3363,1zd2,3.3
3364,2h2d,5.37
3365,3cgf,6.57
3366,3wd2,6.24
3367,3kba,7.8
3368,4ibb,3.57
3369,4otw,9.28
3370,5ak6,3.49
3371,4omc,10.78
3372,1f8b,5.4
3373,2ha2,4.66
3374,1nde,7.82
3375,186l,4.85
3376,4k3l,2.96
3377,1zaf,7.7
3378,3shy,7.04
3379,1tvo,6.85
3380,8cpa,9.15
3381,3cyx,8.0
3382,1nox,7.05
3383,4xmb,7.36
3384,3mfw,3.52
3385,4q81,3.02
3386,3as3,3.8
3387,2i3v,6.55
3388,3d0e,8.4
3389,3nnv,7.57
3390,3if7,7.21
3391,4mjo,6.22
3392,4xbb,5.0
3393,5cbm,7.77
3394,1bnv,8.77
3395,1a9q,6.17
3396,5a00,7.52
3397,2y8i,5.89
3398,2az9,7.66
3399,2j9l,4.0
3400,3et7,7.77
3401,4iuv,5.72
3402,4hv7,3.52
3403,1q6m,7.89
3404,2cgu,4.87
3405,3fuj,3.63
3406,4ayp,6.12
3407,3kr4,7.6
3408,1fkw,5.05
3409,3lil,8.08
3410,4ko8,7.15
3411,4x6j,7.8
3412,2arm,7.68
3413,4x8p,5.48
3414,3wk9,4.15
3415,2rok,4.35
3416,4aa0,7.46
3417,4k4f,6.7
3418,4lte,7.22
3419,1pzo,3.32
3420,3cgo,5.52
3421,4j0a,6.8
3422,4url,6.3
3423,2oc2,8.52
3424,4h58,6.72
3425,2boj,5.77
3426,3gy2,5.74
3427,3s72,6.4
3428,5diq,5.17
3429,3hyg,7.03
3430,4hlk,5.96
3431,2jdl,9.43
3432,4gkh,4.67
3433,1oif,7.72
3434,5a5z,4.08
3435,1c7f,9.52
3436,3vi5,5.68
3437,4ndu,2.74
3438,5ddd,6.59
3439,4qz4,5.01
3440,3avm,3.3
3441,2x6i,6.08
3442,3q6s,6.74
3443,2xb9,6.77
3444,1kzk,10.39
3445,4hgc,10.0
3446,2q2y,8.8
3447,2kdh,2.96
3448,1f0t,6.0
3449,1rpa,6.0
3450,4mg8,6.48
3451,3i7c,7.74
3452,3k7f,7.7
3453,1f92,6.19
3454,1ke0,5.38
3455,1fo2,4.7
3456,2fah,1.3
3457,4hxz,6.05
3458,3o2m,4.8
3459,1v2l,4.29
3460,4u2y,3.99
3461,4drp,5.41
3462,4tn4,6.33
3463,1xgj,6.0
3464,3d3x,4.16
3465,4ual,8.4
3466,2ada,13.0
3467,4bw3,6.3
3468,3v5j,7.96
3469,1ybo,3.8
3470,3lkz,6.15
3471,4l52,8.4
3472,3m55,6.21
3473,2pym,6.82
3474,3i25,8.51
3475,3frg,8.4
3476,4qyg,8.39
3477,11gs,5.82
3478,4jc1,4.3
3479,1o3i,7.3
3480,4e5h,6.37
3481,1m7q,8.59
3482,1y57,5.79
3483,4inh,6.25
3484,4gih,8.32
3485,3opp,6.28
3486,4u7v,5.49
3487,3kig,6.61
3488,3pty,5.44
3489,2yj9,7.02
3490,4dff,7.46
3491,1e6q,3.15
3492,1qvu,4.46
3493,2nmx,5.57
3494,5akl,7.07
3495,5aen,7.22
3496,4clz,4.37
3497,1wdn,6.3
3498,2qi5,10.85
3499,2qu5,8.06
3500,4lp6,8.27
3501,4ool,6.85
3502,4dk7,7.7
3503,4rj8,7.77
3504,3rxl,2.62
3505,4ebv,5.38
3506,4mcc,6.25
3507,1e8h,5.68
3508,4wh9,3.0
3509,4e6d,8.92
3510,2gvz,6.89
3511,1ong,8.05
3512,3aqa,4.55
3513,4x7k,8.4
3514,4xgz,7.62
3515,2hai,6.28
3516,5dhj,6.7
3517,5cp9,3.51
3518,3fuf,2.7
3519,3tia,8.51
3520,3sl4,7.57
3521,1ybg,4.8
3522,1txr,7.74
3523,3tib,6.89
3524,4xu2,9.23
3525,3g9l,6.13
3526,3d94,6.8
3527,3fi2,7.6
3528,2w6q,4.6
3529,4mma,6.04
3530,2cmf,7.55
3531,3n46,4.3
3532,4xh6,5.57
3533,3bel,7.85
3534,4j51,6.59
3535,2ylc,7.89
3536,3f36,2.89
3537,3npc,8.34
3538,4azy,6.7
3539,2w1i,8.92
3540,1uu7,4.85
3541,4yqh,8.05
3542,4ona,8.15
3543,1gj7,7.89
3544,2p7g,6.53
3545,3usx,5.02
3546,4a4f,2.88
3547,4e0w,7.48
3548,4mzl,5.62
3549,5a2k,6.35
3550,4o3c,2.59
3551,2oz7,7.85
3552,2r02,5.1
3553,2exc,6.63
3554,3efw,8.4
3555,3pix,7.0
3556,3hu1,6.89
3557,3ebi,7.1
3558,2ieo,8.49
3559,3i1y,8.15
3560,1o3e,7.96
3561,2fdd,8.32
3562,1xom,7.96
3563,1s89,5.24
3564,5bwc,7.21
3565,3jqb,6.02
3566,2e94,8.0
3567,3ov1,5.2
3568,1yp9,5.11
3569,3b9s,5.3
3570,2rkd,2.72
3571,3wtk,6.53
3572,1ke5,6.25
3573,2ha0,4.43
3574,1nj5,7.3
3575,3drg,7.0
3576,3v2w,7.11
3577,3kpv,3.74
3578,5ab9,6.33
3579,3nfl,4.38
3580,4muv,5.76
3581,1sqt,6.2
3582,4a4h,2.77
3583,4knb,7.33
3584,4loj,6.52
3585,3aox,9.08
3586,3uok,9.1
3587,3i51,7.7
3588,3cwk,6.6
3589,4brx,6.49
3590,3n9r,7.15
3591,4o7e,5.24
3592,2hmh,7.15
3593,5d1s,5.02
3594,3hhk,8.22
3595,4yih,4.66
3596,4xpj,5.09
3597,1wcc,3.46
3598,4edy,5.83
3599,4omj,5.26
3600,4owv,4.35
3601,4pre,3.74
3602,4cd6,3.59
3603,3i3b,2.23
3604,1fcy,8.52
3605,2zkj,5.48
3606,4nh9,6.43
3607,5akz,5.26
3608,4n6h,9.28
3609,4io3,6.06
3610,4xe1,7.11
3611,4g8m,7.89
3612,4kij,4.3
3613,2rcn,6.0
3614,1hpx,11.26
3615,4nzo,6.77
3616,4xqa,4.99
3617,3bwk,3.94
3618,1o49,6.36
3619,4qz1,5.44
3620,4ks3,6.37
3621,2qhy,7.48
3622,4og6,6.71
3623,3uqg,5.0
3624,2f81,10.52
3625,4iva,7.16
3626,1o3p,6.66
3627,2gj5,8.32
3628,3chq,7.7
3629,3wnr,6.28
3630,3tti,8.22
3631,4luo,3.24
3632,4x6m,8.24
3633,3fpd,6.15
3634,3ft3,7.36
3635,1au0,7.66
3636,3wf5,7.09
3637,1r1i,8.54
3638,4aft,6.47
3639,4l7u,5.66
3640,1rtf,3.04
3641,4dx9,5.3
3642,2k62,4.7
3643,2j83,4.21
3644,2mwo,4.7
3645,2ban,9.0
3646,2is0,6.7
3647,4af3,7.51
3648,2jfh,3.06
3649,2xb7,9.19
3650,3s73,8.7
3651,3r1v,6.92
3652,4mz6,5.02
3653,5cf8,8.96
3654,4bqw,7.48
3655,4ele,7.88
3656,3l3m,8.22
3657,3mzc,6.65
3658,3qgw,5.89
3659,1zgv,6.0
3660,4hw2,7.26
3661,2pqj,8.2
3662,1uwu,5.98
3663,4x6x,8.64
3664,4g9c,8.64
3665,1ywi,3.43
3666,4pda,4.21
3667,4e5j,4.73
3668,2y67,3.53
3669,2aa6,9.41
3670,3bh8,7.95
3671,3t4p,5.19
3672,1mmp,6.07
